latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.045692,119.24508,3.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),weather_code (wmo code),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),shortwave_radiation_instant (W/m²),is_day ()
2024-01-15T01:00,11.0,92,9.8,0.00,0,0,8.0,288,0.0,0
2024-01-15T02:00,11.1,91,9.9,0.00,0,0,7.8,292,0.0,0
2024-01-15T03:00,9.7,94,8.1,0.00,0,0,8.7,294,0.0,0
2024-01-15T04:00,9.2,94,7.5,0.00,0,0,8.8,289,0.0,0
2024-01-15T05:00,8.4,95,6.5,0.00,0,0,8.8,282,0.0,0
2024-01-15T06:00,9.3,92,7.8,0.00,0,0,7.3,290,0.0,0
2024-01-15T07:00,10.7,91,10.1,0.00,0,0,2.6,236,0.0,1
2024-01-15T08:00,11.5,88,10.9,0.00,0,0,4.0,243,135.0,1
2024-01-15T09:00,14.9,75,14.5,0.00,0,0,3.4,198,322.2,1
2024-01-15T10:00,16.9,62,16.0,0.00,0,1,5.5,113,495.5,1
2024-01-15T11:00,17.8,59,16.7,0.00,0,1,8.5,102,611.0,1
2024-01-15T12:00,18.2,58,17.0,0.00,0,4,12.0,111,667.0,1
2024-01-15T13:00,17.8,59,16.4,0.00,0,3,13.8,110,656.8,1
2024-01-15T14:00,17.0,61,15.1,0.00,0,15,13.8,110,553.4,1
2024-01-15T15:00,15.7,65,13.3,0.00,1,42,15.0,111,399.3,1
2024-01-15T16:00,14.4,69,12.4,0.00,3,100,12.0,99,197.8,1
2024-01-15T17:00,13.1,73,11.2,0.00,3,97,10.4,90,39.0,1
2024-01-15T18:00,12.4,76,10.6,0.00,3,99,9.3,77,0.0,0
2024-01-15T19:00,12.1,76,10.3,0.00,3,99,9.2,64,0.0,0
2024-01-15T20:00,11.8,77,10.1,0.00,3,100,8.5,62,0.0,0
2024-01-15T21:00,11.6,78,9.7,0.00,3,100,9.1,72,0.0,0
2024-01-15T22:00,11.2,79,9.4,0.00,3,100,8.1,69,0.0,0
2024-01-15T23:00,11.0,78,9.3,0.00,3,100,7.1,60,0.0,0
2024-01-16T00:00,10.9,78,9.4,0.00,3,100,6.0,65,0.0,0
2024-01-16T01:00,10.8,78,9.3,0.00,3,100,5.5,67,0.0,0
2024-01-16T02:00,10.6,77,9.1,0.00,3,100,5.4,70,0.0,0
2024-01-16T03:00,10.5,77,8.8,0.00,3,100,6.0,73,0.0,0
2024-01-16T04:00,10.1,77,8.3,0.00,3,100,6.2,80,0.0,0
2024-01-16T05:00,9.9,76,7.9,0.00,3,94,7.0,78,0.0,0
2024-01-16T06:00,9.6,74,7.5,0.00,3,97,6.0,73,0.0,0
2024-01-16T07:00,9.3,72,7.1,0.00,3,98,6.0,73,0.0,1
2024-01-16T08:00,9.4,70,7.3,0.00,2,75,5.6,75,79.5,1
2024-01-16T09:00,10.9,66,8.9,0.00,1,21,5.7,55,222.5,1
2024-01-16T10:00,12.5,58,10.4,0.00,1,34,5.6,40,397.3,1
2024-01-16T11:00,13.7,53,11.7,0.00,1,30,5.1,45,484.6,1
2024-01-16T12:00,15.2,49,13.1,0.00,0,16,5.8,68,577.1,1
2024-01-16T13:00,16.3,47,14.8,0.00,0,4,6.7,74,638.3,1
2024-01-16T14:00,17.0,46,15.1,0.00,0,1,8.0,80,578.0,1
2024-01-16T15:00,17.1,47,14.6,0.00,0,1,10.5,82,442.6,1
2024-01-16T16:00,16.1,52,13.4,0.00,0,2,12.3,83,261.1,1
2024-01-16T17:00,14.6,58,12.2,0.00,0,2,10.5,86,73.5,1
2024-01-16T18:00,12.0,72,10.5,0.00,0,6,5.8,86,0.0,0
2024-01-16T19:00,13.1,66,11.8,0.00,0,6,3.6,37,0.0,0
2024-01-16T20:00,12.7,71,11.6,0.00,0,6,3.1,324,0.0,0
2024-01-16T21:00,11.8,78,10.9,0.00,0,6,2.4,333,0.0,0
2024-01-16T22:00,9.4,88,7.9,0.00,0,1,5.6,320,0.0,0
2024-01-16T23:00,8.5,92,6.8,0.00,0,2,6.6,319,0.0,0
2024-01-17T00:00,8.1,94,6.5,0.00,2,50,6.2,324,0.0,0
2024-01-17T01:00,9.0,93,7.7,0.00,3,90,5.7,325,0.0,0
2024-01-17T02:00,9.0,90,7.8,0.00,3,100,4.3,312,0.0,0
2024-01-17T03:00,8.8,91,7.4,0.00,0,11,5.4,323,0.0,0
2024-01-17T04:00,7.4,94,5.5,0.00,0,2,7.5,305,0.0,0
2024-01-17T05:00,7.2,95,5.3,0.00,0,1,7.5,305,0.0,0
2024-01-17T06:00,6.7,96,4.6,0.00,0,2,7.6,301,0.0,0
2024-01-17T07:00,6.6,97,4.5,0.00,0,2,7.7,298,0.0,1
2024-01-17T08:00,10.1,88,8.8,0.00,0,2,5.5,293,134.7,1
2024-01-17T09:00,13.2,73,12.1,0.00,2,60,4.8,297,304.2,1
2024-01-17T10:00,16.2,63,15.3,0.00,1,22,4.8,297,462.4,1
2024-01-17T11:00,18.4,59,18.1,0.00,0,13,3.3,283,589.7,1
2024-01-17T12:00,20.2,56,20.8,0.00,0,3,1.3,146,626.3,1
2024-01-17T13:00,21.3,53,21.8,0.00,0,2,3.9,146,624.8,1
2024-01-17T14:00,22.0,52,22.1,0.00,0,3,5.2,155,564.2,1
2024-01-17T15:00,22.2,52,21.9,0.00,0,8,6.0,155,428.1,1
2024-01-17T16:00,21.9,54,21.4,0.00,0,2,8.4,133,243.8,1
2024-01-17T17:00,20.2,62,20.1,0.00,0,0,6.7,126,73.4,1
2024-01-17T18:00,16.3,78,16.0,0.00,0,0,8.1,148,0.0,0
2024-01-17T19:00,15.2,83,14.8,0.00,0,0,7.8,146,0.0,0
2024-01-17T20:00,16.4,76,16.6,0.00,0,0,3.8,139,0.0,0
2024-01-17T21:00,15.9,80,16.6,0.00,0,4,0.8,27,0.0,0
2024-01-17T22:00,15.2,84,15.3,0.00,0,1,4.4,279,0.0,0
2024-01-17T23:00,14.5,86,14.5,0.00,0,0,5.0,291,0.0,0
2024-01-18T00:00,14.0,88,13.9,0.00,0,0,5.2,295,0.0,0
2024-01-18T01:00,13.5,90,13.4,0.00,0,0,5.0,300,0.0,0
2024-01-18T02:00,12.3,92,11.8,0.00,0,0,6.4,297,0.0,0
2024-01-18T03:00,12.9,91,12.5,0.00,0,0,5.9,284,0.0,0
2024-01-18T04:00,12.4,93,12.0,0.00,0,0,6.1,267,0.0,0
2024-01-18T05:00,12.0,94,11.5,0.00,0,0,5.8,274,0.0,0
2024-01-18T06:00,12.1,93,11.6,0.00,0,0,5.8,270,0.0,0
2024-01-18T07:00,11.9,93,11.4,0.00,0,1,5.1,266,0.0,1
2024-01-18T08:00,13.2,88,12.9,0.00,0,1,4.4,261,134.5,1
2024-01-18T09:00,16.3,76,16.7,0.00,0,10,2.6,304,296.5,1
2024-01-18T10:00,19.0,67,19.6,0.00,0,12,1.8,323,461.3,1
2024-01-18T11:00,21.2,61,22.2,0.00,0,6,0.7,360,594.1,1
2024-01-18T12:00,23.1,54,24.6,0.00,0,11,1.6,63,665.4,1
2024-01-18T13:00,24.3,51,25.8,0.00,1,34,2.3,108,655.4,1
2024-01-18T14:00,24.5,50,25.3,0.00,1,26,2.3,51,524.2,1
2024-01-18T15:00,24.8,49,25.3,0.00,1,21,3.6,6,378.4,1
2024-01-18T16:00,24.4,49,25.1,0.00,1,25,2.5,98,201.4,1
2024-01-18T17:00,22.3,59,22.6,0.00,1,21,6.2,126,65.5,1
2024-01-18T18:00,19.3,70,19.5,0.00,1,20,6.9,118,0.0,0
2024-01-18T19:00,17.3,80,17.8,0.00,1,29,4.7,113,0.0,0
2024-01-18T20:00,15.7,88,16.3,0.00,1,43,4.8,138,0.0,0
2024-01-18T21:00,15.5,93,16.2,0.00,0,1,5.4,127,0.0,0
2024-01-18T22:00,15.4,92,16.0,0.00,0,5,5.1,141,0.0,0
2024-01-18T23:00,14.9,95,15.9,0.00,1,36,2.9,180,0.0,0
2024-01-19T00:00,15.0,95,15.9,0.00,3,100,3.2,207,0.0,0
2024-01-19T01:00,14.8,95,15.7,0.00,3,100,3.1,216,0.0,0
2024-01-19T02:00,15.0,95,16.1,0.00,3,100,1.8,270,0.0,0
2024-01-19T03:00,15.3,93,16.6,0.00,3,100,0.4,90,0.0,0
2024-01-19T04:00,15.1,96,16.2,0.00,3,100,2.2,81,0.0,0
2024-01-19T05:00,14.9,96,15.9,0.00,3,100,2.7,113,0.0,0
2024-01-19T06:00,15.0,93,15.9,0.00,3,100,3.0,104,0.0,0
2024-01-19T07:00,14.9,93,15.7,0.00,3,100,3.2,90,0.0,1
2024-01-19T08:00,15.3,88,15.9,0.00,3,100,4.0,95,47.8,1
2024-01-19T09:00,16.4,83,16.7,0.00,3,100,5.9,101,118.8,1
2024-01-19T10:00,16.8,79,17.0,0.00,3,100,5.8,112,178.1,1
2024-01-19T11:00,17.5,75,17.8,0.00,3,100,4.8,103,268.1,1
2024-01-19T12:00,18.6,70,18.8,0.00,3,100,5.1,82,369.6,1
2024-01-19T13:00,20.5,62,20.5,0.00,1,33,6.9,118,564.3,1
2024-01-19T14:00,20.6,60,20.0,0.00,1,22,10.2,132,521.7,1
2024-01-19T15:00,20.1,61,19.1,0.00,0,13,12.4,126,413.9,1
2024-01-19T16:00,19.0,65,18.1,0.00,1,24,10.6,118,248.7,1
2024-01-19T17:00,17.6,69,16.9,0.00,3,100,9.5,127,72.1,1
2024-01-19T18:00,16.4,75,16.0,0.00,3,100,7.1,135,0.0,0
2024-01-19T19:00,15.8,79,15.6,0.00,0,10,5.9,128,0.0,0
2024-01-19T20:00,15.4,81,16.0,0.00,0,12,1.0,225,0.0,0
2024-01-19T21:00,16.0,87,17.1,0.00,3,100,1.1,198,0.0,0
2024-01-19T22:00,15.8,91,17.0,0.00,3,100,1.9,158,0.0,0
2024-01-19T23:00,15.7,91,16.9,0.00,3,100,1.8,143,0.0,0
2024-01-20T00:00,15.8,90,17.0,0.00,3,100,1.1,108,0.0,0
2024-01-20T01:00,15.7,91,16.9,0.00,3,100,1.5,166,0.0,0
2024-01-20T02:00,15.4,93,16.5,0.00,3,100,2.5,188,0.0,0
2024-01-20T03:00,15.7,90,16.8,0.00,3,100,1.6,207,0.0,0
2024-01-20T04:00,15.5,92,16.6,0.00,3,100,1.5,225,0.0,0
2024-01-20T05:00,15.3,93,16.4,0.00,3,100,2.1,239,0.0,0
2024-01-20T06:00,15.3,93,16.4,0.10,51,100,2.5,225,0.0,0
2024-01-20T07:00,15.3,93,16.4,0.10,51,100,2.3,231,0.0,1
2024-01-20T08:00,16.0,87,17.0,0.00,3,98,2.4,207,44.0,1
2024-01-20T09:00,17.1,88,18.5,0.10,51,100,2.5,262,155.8,1
2024-01-20T10:00,18.0,83,19.7,0.00,3,100,0.4,90,218.1,1
2024-01-20T11:00,19.2,77,20.8,0.00,3,100,1.5,315,272.4,1
2024-01-20T12:00,19.7,75,21.2,0.00,3,100,1.5,284,204.8,1
2024-01-20T13:00,20.1,73,21.3,0.10,51,78,3.6,174,269.0,1
2024-01-20T14:00,21.1,68,22.3,0.00,1,42,3.3,186,371.0,1
2024-01-20T15:00,20.5,71,21.2,0.00,0,19,6.6,131,294.6,1
2024-01-20T16:00,18.6,77,18.6,0.00,1,36,9.7,112,206.2,1
2024-01-20T17:00,16.4,82,15.8,0.00,1,48,12.1,113,60.7,1
2024-01-20T18:00,14.8,87,14.2,0.00,2,53,9.5,119,0.0,0
2024-01-20T19:00,14.2,88,14.1,0.00,2,71,5.6,117,0.0,0
2024-01-20T20:00,14.3,85,14.1,0.00,3,100,5.4,127,0.0,0
2024-01-20T21:00,15.5,85,15.5,0.10,51,100,6.8,122,0.0,0
2024-01-20T22:00,15.1,83,14.9,0.00,3,100,6.8,122,0.0,0
2024-01-20T23:00,14.5,80,13.7,0.00,3,100,7.7,118,0.0,0
2024-01-21T00:00,13.9,80,13.1,0.00,3,100,6.6,131,0.0,0
2024-01-21T01:00,13.5,80,12.6,0.00,3,100,6.4,137,0.0,0
2024-01-21T02:00,13.2,81,12.3,0.00,3,100,6.1,135,0.0,0
2024-01-21T03:00,13.0,82,12.1,0.00,3,100,6.1,130,0.0,0
2024-01-21T04:00,12.8,82,11.9,0.00,3,100,6.3,121,0.0,0
2024-01-21T05:00,12.6,82,11.6,0.10,51,100,6.6,112,0.0,0
2024-01-21T06:00,12.5,82,11.4,0.10,51,100,6.8,108,0.0,0
2024-01-21T07:00,12.3,82,11.1,0.10,51,100,7.3,110,0.0,1
2024-01-21T08:00,12.2,80,10.9,0.10,51,100,7.2,108,31.1,1
2024-01-21T09:00,13.1,80,11.9,0.10,51,100,7.9,93,68.9,1
2024-01-21T10:00,13.0,78,11.8,0.10,51,100,7.1,105,90.2,1
2024-01-21T11:00,13.3,75,12.1,0.00,3,100,7.0,111,140.5,1
2024-01-21T12:00,13.7,71,12.4,0.00,3,100,6.6,112,162.8,1
2024-01-21T13:00,14.2,68,12.7,0.00,3,100,7.2,117,184.6,1
2024-01-21T14:00,14.2,67,12.6,0.00,3,100,8.1,111,145.3,1
2024-01-21T15:00,14.4,65,12.7,0.00,3,100,8.2,105,150.5,1
2024-01-21T16:00,14.1,66,12.2,0.00,3,100,9.3,106,88.0,1
2024-01-21T17:00,13.5,69,11.6,0.00,3,100,9.5,99,27.5,1
2024-01-21T18:00,12.8,71,10.9,0.00,3,100,9.4,90,0.0,0
2024-01-21T19:00,12.6,72,10.9,0.00,3,100,7.2,84,0.0,0
2024-01-21T20:00,12.4,71,10.5,0.00,3,100,8.1,69,0.0,0
2024-01-21T21:00,12.0,73,10.1,0.00,3,100,8.7,73,0.0,0
2024-01-21T22:00,11.9,72,9.8,0.00,3,100,9.2,69,0.0,0
2024-01-21T23:00,11.7,71,9.3,0.00,3,100,10.7,70,0.0,0
2024-01-22T00:00,11.2,70,8.3,0.00,3,100,13.4,84,0.0,0
2024-01-22T01:00,10.7,70,7.7,0.00,3,100,13.0,85,0.0,0
2024-01-22T02:00,10.4,70,7.7,0.00,3,100,10.6,80,0.0,0
2024-01-22T03:00,10.1,68,7.3,0.00,3,100,10.4,76,0.0,0
2024-01-22T04:00,9.9,66,7.0,0.00,3,100,10.1,73,0.0,0
2024-01-22T05:00,9.6,64,6.5,0.00,3,100,10.0,69,0.0,0
2024-01-22T06:00,9.4,61,6.4,0.00,3,100,9.0,67,0.0,0
2024-01-22T07:00,9.4,60,6.6,0.00,3,100,6.5,71,0.0,1
2024-01-22T08:00,9.4,60,6.7,0.00,3,100,6.0,73,21.9,1
2024-01-22T09:00,9.7,65,7.1,0.30,51,100,7.9,87,26.8,1
2024-01-22T10:00,9.5,70,6.9,0.40,51,100,8.4,83,43.4,1
2024-01-22T11:00,9.6,69,7.1,0.20,51,100,8.2,67,89.0,1
2024-01-22T12:00,9.4,72,6.6,0.30,51,100,10.1,63,88.1,1
2024-01-22T13:00,9.3,72,6.5,0.20,51,100,10.5,59,156.2,1
2024-01-22T14:00,8.7,73,6.0,0.20,51,100,9.6,56,79.7,1
2024-01-22T15:00,8.6,73,5.9,0.20,51,100,9.0,53,67.8,1
2024-01-22T16:00,8.1,74,5.4,0.30,51,100,8.7,60,26.0,1
2024-01-22T17:00,7.7,78,5.2,0.40,51,100,7.4,51,8.7,1
2024-01-22T18:00,7.0,86,4.6,0.20,51,100,7.7,49,0.0,0
2024-01-22T19:00,6.3,87,3.8,0.50,53,100,7.9,39,0.0,0
2024-01-22T20:00,5.7,88,3.1,0.30,51,100,7.7,49,0.0,0
2024-01-22T21:00,5.4,89,3.1,0.70,53,100,5.9,38,0.0,0
2024-01-22T22:00,4.9,89,2.4,0.70,53,100,6.6,29,0.0,0
2024-01-22T23:00,4.3,89,1.8,0.70,53,100,6.3,31,0.0,0
2024-01-23T00:00,3.5,91,0.9,1.00,55,100,5.9,52,0.0,0
2024-01-23T01:00,3.5,89,1.0,0.70,53,100,4.9,36,0.0,0
2024-01-23T02:00,3.4,92,1.0,0.70,53,100,4.5,61,0.0,0
2024-01-23T03:00,3.2,94,0.7,0.80,53,100,5.6,45,0.0,0
2024-01-23T04:00,3.2,93,0.5,0.50,53,100,6.5,56,0.0,0
2024-01-23T05:00,3.5,90,0.9,0.20,51,100,5.6,45,0.0,0
2024-01-23T06:00,3.6,89,1.0,0.10,51,100,5.6,63,0.0,0
2024-01-23T07:00,3.6,83,0.8,0.10,51,98,6.1,62,0.0,1
2024-01-23T08:00,3.9,79,1.0,0.00,3,98,6.4,47,67.3,1
2024-01-23T09:00,4.9,78,2.2,0.00,3,100,5.2,34,132.7,1
2024-01-23T10:00,5.8,73,2.9,0.00,3,100,6.8,18,212.3,1
2024-01-23T11:00,6.4,71,3.3,0.40,51,100,8.4,340,211.3,1
2024-01-23T12:00,7.1,69,3.9,0.20,51,100,9.0,331,227.4,1
2024-01-23T13:00,8.2,62,5.3,0.30,51,100,7.3,349,315.3,1
2024-01-23T14:00,8.8,56,6.4,0.10,51,100,2.6,56,226.1,1
2024-01-23T15:00,10.5,49,7.4,0.00,3,100,6.8,122,269.8,1
2024-01-23T16:00,8.1,51,2.9,0.00,3,89,19.8,115,171.1,1
2024-01-23T17:00,6.3,53,1.9,0.00,1,31,13.0,104,74.9,1
2024-01-23T18:00,4.7,63,1.5,0.00,0,16,5.4,90,0.0,0
2024-01-23T19:00,3.6,67,0.2,0.00,0,10,6.9,62,0.0,0
2024-01-23T20:00,3.7,64,0.3,0.00,0,9,6.3,31,0.0,0
2024-01-23T21:00,5.9,61,2.7,0.00,3,100,6.6,29,0.0,0
2024-01-23T22:00,5.7,61,2.6,0.00,3,100,6.0,25,0.0,0
2024-01-23T23:00,5.4,64,2.4,0.00,3,100,5.1,8,0.0,0
2024-01-24T00:00,4.7,68,1.8,0.00,2,69,4.5,346,0.0,0
2024-01-24T01:00,2.5,79,-0.6,0.00,0,10,6.2,339,0.0,0
2024-01-24T02:00,1.6,84,-1.5,0.00,0,7,6.4,333,0.0,0
2024-01-24T03:00,1.1,86,-2.2,0.00,0,8,6.7,324,0.0,0
2024-01-24T04:00,0.7,88,-2.6,0.00,0,5,6.9,321,0.0,0
2024-01-24T05:00,0.2,89,-3.2,0.00,0,3,7.1,319,0.0,0
2024-01-24T06:00,-0.2,91,-3.6,0.00,0,0,7.4,313,0.0,0
2024-01-24T07:00,-0.5,92,-4.0,0.00,0,0,7.5,305,0.0,1
2024-01-24T08:00,2.8,77,-0.4,0.00,0,0,6.5,304,148.7,1
2024-01-24T09:00,4.4,64,1.3,0.00,0,0,4.8,312,349.3,1
2024-01-24T10:00,6.5,53,3.6,0.00,0,0,3.3,347,536.3,1
2024-01-24T11:00,8.2,44,5.6,0.00,0,0,3.9,68,666.1,1
2024-01-24T12:00,9.6,37,6.9,0.00,0,0,6.5,90,725.3,1
2024-01-24T13:00,10.6,33,7.9,0.00,0,0,6.7,106,710.4,1
2024-01-24T14:00,11.0,34,7.5,0.00,0,2,9.7,117,623.2,1
2024-01-24T15:00,10.5,38,6.0,0.00,2,53,13.0,114,477.4,1
2024-01-24T16:00,9.1,45,4.8,0.00,3,100,13.4,117,244.2,1
2024-01-24T17:00,7.8,49,3.6,0.00,3,100,12.4,112,42.8,1
2024-01-24T18:00,7.4,52,3.7,0.00,1,48,9.1,108,0.0,0
2024-01-24T19:00,6.4,59,3.5,0.00,0,16,4.4,99,0.0,0
2024-01-24T20:00,4.8,68,1.8,0.00,1,26,5.8,68,0.0,0
2024-01-24T21:00,4.8,72,2.0,0.00,1,38,5.2,56,0.0,0
2024-01-24T22:00,5.1,70,2.4,0.00,1,38,4.2,31,0.0,0
2024-01-24T23:00,4.7,72,1.9,0.00,0,16,4.8,27,0.0,0
2024-01-25T00:00,6.1,66,3.6,0.00,0,4,2.7,23,0.0,0
2024-01-25T01:00,5.7,74,3.3,0.00,0,1,3.3,13,0.0,0
2024-01-25T02:00,5.3,82,3.1,0.00,1,25,3.3,347,0.0,0
2024-01-25T03:00,3.1,95,0.7,0.00,3,100,5.2,335,0.0,0
2024-01-25T04:00,4.7,91,2.7,0.00,3,100,3.4,302,0.0,0
2024-01-25T05:00,5.1,85,3.1,0.00,3,100,3.1,315,0.0,0
2024-01-25T06:00,5.4,80,3.2,0.00,3,100,3.7,331,0.0,0
2024-01-25T07:00,5.7,77,3.5,0.00,3,100,3.4,342,0.0,1
2024-01-25T08:00,6.9,66,4.5,0.00,3,96,3.1,21,25.3,1
2024-01-25T09:00,8.3,58,5.3,0.00,2,59,6.1,40,327.4,1
2024-01-25T10:00,9.4,52,6.6,0.00,3,95,4.7,58,459.8,1
2024-01-25T11:00,10.0,50,7.3,0.00,3,100,4.0,63,381.9,1
2024-01-25T12:00,10.1,49,7.4,0.00,1,23,4.3,85,229.5,1
2024-01-25T13:00,11.8,46,9.5,0.00,0,6,5.1,94,609.4,1
2024-01-25T14:00,12.5,45,10.0,0.00,0,8,6.3,114,587.8,1
2024-01-25T15:00,12.6,45,9.6,0.00,0,7,7.6,121,459.2,1
2024-01-25T16:00,12.0,47,8.4,0.00,0,3,11.3,117,277.1,1
2024-01-25T17:00,10.2,53,6.4,0.00,0,0,13.0,109,92.1,1
2024-01-25T18:00,8.1,64,5.5,0.00,0,1,5.4,98,0.0,0
2024-01-25T19:00,7.5,67,4.9,0.00,0,0,5.2,102,0.0,0
2024-01-25T20:00,7.6,66,5.1,0.00,0,2,4.3,85,0.0,0
2024-01-25T21:00,7.6,68,5.4,0.00,1,27,3.1,45,0.0,0
2024-01-25T22:00,7.2,73,5.2,0.00,0,9,2.7,67,0.0,0
2024-01-25T23:00,6.9,78,4.9,0.00,0,6,2.9,60,0.0,0
2024-01-26T00:00,6.4,85,4.7,0.00,0,2,2.6,34,0.0,0
2024-01-26T01:00,6.1,92,4.3,0.00,0,11,3.8,343,0.0,0
2024-01-26T02:00,5.7,97,4.2,0.00,0,6,2.5,352,0.0,0
2024-01-26T03:00,5.4,100,4.0,0.00,1,26,1.6,333,0.0,0
2024-01-26T04:00,5.1,100,3.5,0.00,2,77,2.8,310,0.0,0
2024-01-26T05:00,5.0,100,3.3,0.00,3,99,3.6,315,0.0,0
2024-01-26T06:00,2.8,100,0.4,0.00,3,98,5.4,318,0.0,0
2024-01-26T07:00,2.7,100,0.1,0.00,3,98,6.1,315,0.0,1
2024-01-26T08:00,5.8,93,3.9,0.00,1,39,4.4,305,131.4,1
2024-01-26T09:00,8.0,76,6.4,0.00,1,32,0.8,27,294.1,1
2024-01-26T10:00,9.7,59,7.6,0.00,0,4,2.2,90,487.1,1
2024-01-26T11:00,11.2,52,9.1,0.00,0,4,3.1,111,617.8,1
2024-01-26T12:00,12.4,48,10.7,0.00,0,2,4.7,122,685.5,1
2024-01-26T13:00,13.4,45,11.3,0.00,0,4,8.0,126,686.2,1
2024-01-26T14:00,13.7,44,11.1,0.00,0,6,9.1,124,596.5,1
2024-01-26T15:00,13.4,45,10.0,0.00,0,10,10.8,116,449.0,1
2024-01-26T16:00,12.3,48,8.5,0.00,0,5,12.9,108,272.9,1
2024-01-26T17:00,11.0,51,7.5,0.00,0,7,11.1,103,93.0,1
2024-01-26T18:00,9.4,59,6.8,0.00,0,7,5.5,113,0.0,0
2024-01-26T19:00,7.8,70,5.4,0.00,0,7,5.6,117,0.0,0
2024-01-26T20:00,9.2,58,6.9,0.00,0,9,2.7,67,0.0,0
2024-01-26T21:00,7.4,73,5.2,0.00,0,19,4.0,85,0.0,0
2024-01-26T22:00,8.3,64,6.1,0.00,0,10,2.9,60,0.0,0
2024-01-26T23:00,6.9,75,4.7,0.00,0,19,3.9,34,0.0,0
2024-01-27T00:00,7.9,71,6.0,0.00,1,48,2.2,9,0.0,0
2024-01-27T01:00,7.9,73,6.2,0.00,1,36,1.5,45,0.0,0
2024-01-27T02:00,8.0,72,6.1,0.00,2,57,2.5,360,0.0,0
2024-01-27T03:00,7.9,73,6.0,0.00,3,100,2.4,27,0.0,0
2024-01-27T04:00,7.3,82,5.5,0.00,3,100,2.9,330,0.0,0
2024-01-27T05:00,7.7,83,6.1,0.00,3,100,2.5,360,0.0,0
2024-01-27T06:00,7.9,78,6.2,0.00,3,100,2.2,360,0.0,0
2024-01-27T07:00,8.0,82,6.5,0.00,3,100,2.3,72,0.0,1
2024-01-27T08:00,8.7,70,6.9,0.00,3,100,2.5,45,46.6,1
2024-01-27T09:00,9.5,62,7.3,0.00,3,100,3.8,41,150.1,1
2024-01-27T10:00,9.9,57,7.7,0.00,3,100,3.2,90,146.0,1
2024-01-27T11:00,10.6,54,8.2,0.00,3,100,3.6,90,215.6,1
2024-01-27T12:00,10.7,55,8.1,0.00,3,100,5.8,90,169.1,1
2024-01-27T13:00,11.4,54,8.8,0.00,3,100,5.9,101,286.1,1
2024-01-27T14:00,12.0,54,9.5,0.00,3,98,6.2,97,321.4,1
2024-01-27T15:00,12.5,55,10.0,0.00,1,34,7.0,102,353.8,1
2024-01-27T16:00,12.4,56,10.0,0.00,2,67,6.5,93,249.5,1
2024-01-27T17:00,11.6,60,9.1,0.00,1,32,7.9,114,75.0,1
2024-01-27T18:00,9.1,77,7.0,0.00,1,35,6.2,100,0.0,0
2024-01-27T19:00,8.8,77,6.9,0.00,1,25,5.1,86,0.0,0
2024-01-27T20:00,9.6,71,7.8,0.00,2,59,3.2,63,0.0,0
2024-01-27T21:00,8.7,77,7.2,0.00,1,45,2.3,72,0.0,0
2024-01-27T22:00,8.3,79,6.7,0.00,1,47,2.7,67,0.0,0
2024-01-27T23:00,8.4,78,6.9,0.00,2,55,1.6,63,0.0,0
2024-01-28T00:00,8.3,80,6.8,0.00,3,100,2.3,18,0.0,0
2024-01-28T01:00,7.5,89,6.0,0.00,3,100,3.3,347,0.0,0
2024-01-28T02:00,7.7,86,6.2,0.00,3,99,3.1,339,0.0,0
2024-01-28T03:00,8.2,84,6.8,0.00,3,82,2.3,342,0.0,0
2024-01-28T04:00,7.5,90,6.1,0.00,3,100,3.2,360,0.0,0
2024-01-28T05:00,7.6,91,6.4,0.00,3,100,2.1,31,0.0,0
2024-01-28T06:00,7.7,91,6.5,0.00,3,85,2.1,59,0.0,0
2024-01-28T07:00,8.1,89,7.1,0.00,1,42,1.1,90,0.0,1
2024-01-28T08:00,8.6,88,7.5,0.00,3,93,1.6,117,94.6,1
2024-01-28T09:00,10.0,71,8.4,0.00,3,99,2.7,113,175.4,1
2024-01-28T10:00,10.9,65,9.0,0.00,3,100,4.0,85,261.1,1
2024-01-28T11:00,11.7,60,9.4,0.00,2,61,6.5,93,243.5,1
2024-01-28T12:00,13.5,52,11.3,0.00,3,88,8.6,92,643.6,1
2024-01-28T13:00,14.2,47,11.4,0.00,1,40,11.0,101,613.7,1
2024-01-28T14:00,14.7,45,11.6,0.00,1,36,11.4,101,553.7,1
2024-01-28T15:00,14.3,46,10.8,0.00,3,97,12.8,100,465.6,1
2024-01-28T16:00,12.5,51,8.9,0.00,3,98,13.0,109,121.8,1
2024-01-28T17:00,11.1,55,7.6,0.00,2,65,12.1,107,28.9,1
2024-01-28T18:00,9.9,56,7.2,0.00,3,88,6.2,97,0.0,0
2024-01-28T19:00,8.6,65,6.1,0.00,3,100,5.6,75,0.0,0
2024-01-28T20:00,9.2,63,7.0,0.00,3,100,3.7,29,0.0,0
2024-01-28T21:00,9.8,69,8.2,0.00,3,100,1.9,22,0.0,0
2024-01-28T22:00,9.8,53,7.3,0.00,3,100,2.9,360,0.0,0
2024-01-28T23:00,9.8,52,7.1,0.00,3,93,4.7,351,0.0,0
2024-01-29T00:00,9.4,56,6.9,0.00,1,31,4.0,350,0.0,0
