Title,Holder,Date,附件,附件名,下载次数
关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2022-2023学年第一学期第三周）,计划科,2022/9/7,0,0,0
,,,,,
关于2022年中秋节放假课程调整的通知,教学运行,2022/9/6,0,0,0
,,,,,
关于公布2022-2023学年第一学期通选课取消开课名单的通知,计划科,2022/9/5,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11930286,2022-2023学年第二学期国情课列表.docx,1309
,,,,,
关于做好本科毕业论文（设计）抽检信息平台和专家库建设工作通知,实践科,2022/9/5,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11930249,爱课程学生注册与选课指南.doc,2101
,,,,,
关于报名参加2022-2023学年第一学期国情教育网络培训的通知,计划科,2022/9/2,0,0,0
,,,,,
关于2022级体育理论教室安排表的通知,教学运行,2022/9/2,0,0,0
,,,,,
关于试点使用“全国大学生实习公共服务平台”的通知,实践科,2022/9/2,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11930095,2023大物实验绪论（挂教务处） - 新.xlsx,780
,,,,,
关于开展福州大学2022年教师教学创新大赛的通知,质量办,2022/9/1,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11925515,教务处2023年寒假用印安排.docx,1122
,,,,,
关于公布参加2022级“嘉锡化学拔尖班”选拔面试学生名单的通知,教研教改,2022/8/31,0,0,0
,,,,,
关于公布参加2022级“数理综合班”选拔面试学生名单的通知,教研教改,2022/8/31,0,0,0
,,,,,
关于公布参加2022级“数理金融实验班”选拔面试学生名单的通知,教研教改,2022/8/31,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11925297,2201高数A（上）、B（上）、C（上）、D 期末考试 2023.1.8.xlsx,1892
,,,,,
关于开学第一周集中听课的通知,质量办,2022/8/28,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11841253,2201概率期末考试2023.1.5下午排考版.xlsx,1926
,,,,,
关于2022-2023学年第一学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,综合科,2022/8/28,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11840885,附件下载.zip,1251
,,,,,
关于2022级福州大学本科生学生证信息采集的通知,综合科,2022/8/28,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11840884,附件：2023届福州大学本科生毕业设计（论文）有关表格.zip,4629
,,,,,
关于开展2023年工程教育专业认证申请工作的通知,质量办,2022/8/28,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11840827,2201线代、线代解几12.31下午 (附会议号).xlsx,1226
,,,,,
关于2022-2023第一学期学期选课、辅修选课补退选的通知,教学运行,2022/8/28,0,0,0
,,,,,
福州大学关于开展2022级“嘉锡化学拔尖班”招生工作的通知,教研教改,2022/8/26,0,0,0
,,,,,
福州大学关于开展2022级“数理综合班” 招生工作的通知,教研教改,2022/8/26,0,0,0
,,,,,
福州大学关于开展2022级“数理金融 实验班”招生工作的通知,教研教改,2022/8/26,0,0,0
,,,,,
关于2022级学生选修《大学信息技术基础》的通知,计划科,2022/8/24,0,0,0
,,,,,
关于2022-2023学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,计划科,2022/8/24,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14619311,附件1：福州大学教材管理实施细则（试行）.pdf,302
,,,,,
关于2022-2023学年第一学期通识教育选修课选课的通知,计划科,2022/8/24,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11835861,附录：2023年美国大学生数学建模竞赛介绍及参赛流程.pdf,1444
,,,,,
关于公布第八届材料创新、设计及应用大赛获奖名单的通知,实践科,2022/7/9,0,0,0
,,,,,
关于公布第十九届程序设计竞赛获奖名单的通知,实践科,2022/7/9,0,0,0
,,,,,
关于公布第十二届大学生节能减排社会实践与科技竞赛获奖名单的通知,实践科,2022/7/9,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11830327,福州大学2022年优秀教学管理人员申报表.doc,1033
,,,,,
关于公布第八届大学生用户体验设计大赛获奖名单的通知,实践科,2022/7/9,0,0,0
,,,,,
关于公布第二十二届数学竞赛获奖名单的通知,实践科,2022/7/9,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11829500,2201制图A、C、D、F期末考试 12.18上午.xlsx,1087
,,,,,
关于公布第十一届大学生软件设计与服务外包创新创业竞赛获奖名单的通知,实践科,2022/7/9,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11829326,附件.zip,2829
,,,,,
关于公布福州大学2022届本科生优秀毕业设计（论文）名单的通知,实践科,2022/7/9,0,0,0
,,,,,
教务处关于2022年暑假工作安排的通知,综合科,2022/7/9,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11828618,2201习近平概论期末考安排.xlsx,2332
,,,,,
关于举办2022年福州大学大学生工程实践与创新能力大赛的通知,实践科,2022/7/8,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11828617,2201马克思主义基本原理期末考安排.xlsx,1320
,,,,,
关于2022届本科毕业生第三批毕业数据报送等相关工作的通知,教学运行,2022/7/8,0,0,0
,,,,,
关于组织参加2022年全省本科教育管理人员视频培训班的通知,综合科,2022/7/5,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11828329,12.3-12.12改造教室本科课表.xlsx,1146
,,,,,
关于2022-2023学年第一学期辅修专业选课的通知,教学运行,2022/7/4,0,0,0
,,,,,
关于进一步加强校院两级本科教学督导工作的若干要求,质量办,2022/7/4,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11827959,附件2：福州大学第九届桥梁设计大赛报名表.doc,1070
,,,,,
关于召开2021-2022学年春季学期期末本科教学工作会议的通知,综合科,2022/7/1,0,0,0
,,,,,
关于做好期末复习考试及下学期开学等工作的通知,教学运行,2022/6/30,0,0,0
,,,,,
关于核对2022-2023学年第一学期通识教育选修课开课信息的有关通知,计划科,2022/6/29,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11826264,2201高数A（下）期末考试12.11上午.xlsx,1267
,,,,,
福州大学关于公布第六届远志创业实验班学生名单的通知,教研教改,2022/6/24,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11826267,2201计算机语言课程期末考试12.4.xlsx,1161
,,,,,
关于公布2022年大学生劳动教育实践基地立项项目的通知,实践科,2022/6/23,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11826119,2201近现代史纲要期末考试.xlsx,1217
