,通知人,标题,日期,详细链接,附件
274,实践科,关于公布第二十八、二十九期本科生科研训练计划项目结题成绩的通知,2024-09-11,https://jwch.fzu.edu.cn//info/1039/13677.htm,"[{'附件名': '【附件2：福州大学第二十九期本科生科研训练计划项目结题成绩汇总表.doc', '下载词数': 3810, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14907355'}, {'附件名': '【附件1：福州大学第二十八期本科生科研训练计划项目结题成绩汇总表.xls', '下载词数': 2030, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14907034'}]"
275,实践科,关于做好2023-2024学年度本科毕业论文（设计）抽检工作的通知,2024-09-05,https://jwch.fzu.edu.cn//info/1039/13662.htm,"[{'附件名': '【附件1：专家信息汇总表.xlsx', '下载词数': 775, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14904997'}]"
276,质量办,关于每学期开展常态化课程考核教学档案检查的通知,2024-09-14,https://jwch.fzu.edu.cn//info/1040/13682.htm,"[{'附件名': '【附件1：福州大学本科课程考核教学档案检查要点.docx', '下载词数': 834, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14908056'}, {'附件名': '【附件2：福州大学本科课程考核教学档案检查评价与整改情况反馈表.docx', '下载词数': 672, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14908057'}]"
277,实践科,关于举办2024年福州大学大学生工程实践与创新能力大赛暨2024年福建省大学生工程实践与创新能力大赛福州大学分区赛的通知,2024-09-27,https://jwch.fzu.edu.cn//info/1039/13700.htm,"[{'附件名': '【附件1：组委会成员名单.docx', '下载词数': 911, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14910724'}, {'附件名': '【附件2：报名表.docx', '下载词数': 958, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14910719'}, {'附件名': '【附件3：命题与运行.docx', '下载词数': 1637, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14910725'}]"
278,质量办,关于开展申请类督导听课工作的通知,2024-09-05,https://jwch.fzu.edu.cn//info/1040/13661.htm,"[{'附件名': '【附件：2024年秋季学期申请类督导听课汇总表.docx', '下载词数': 594, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14904857'}]"
279,综合科,教务处关于2024年暑假用印安排的通知,2024-07-06,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13626,[]
280,质量办,关于期中党政领导集中听课的通知,2024-10-28,https://jwch.fzu.edu.cn//info/1040/13738.htm,"[{'附件名': '【附件1：福州大学课堂教学质量评估表.doc', '下载词数': 492, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14920325'}, {'附件名': '【附件2：福州大学课堂教学质量评估表（思政课）.docx', '下载词数': 514, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14920326'}, {'附件名': '【附件3：第10-11周课表.xlsx', '下载词数': 722, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14920327'}, {'附件名': '【附件4：福州大学党政领导听课管理实施办法（福大教〔2022〕27号）.doc', '下载词数': 497, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14920328'}]"
281,教学运行,关于2024-2025学年第一学期辅修专业选课的通知,2024-07-01,https://jwch.fzu.edu.cn//info/1036/13601.htm,[]
282,教研教改,福州大学关于公布第八届 远志创业实验班学生名单的通知,2024-07-01,https://jwch.fzu.edu.cn//info/1037/13602.htm,[]
283,实践科,关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,2024-09-11,https://jwch.fzu.edu.cn//info/1039/13676.htm,"[{'附件名': '【附件1：福州大学2022年国家、省级大学生创新创业训练计划项目结题成绩汇总表.xls', '下载词数': 1438, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14907032'}, {'附件名': '【附件2：福州大学2023年国家、省级大学生创新创业训练计划项目结题成绩汇总表.doc', '下载词数': 2318, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14907033'}]"
284,教学运行,关于做好期末复习考试及下学期开学等工作的通知,2024-06-26,https://jwch.fzu.edu.cn//info/1036/13585.htm,[]
285,实践科,关于公布第十三届大学生软件设计与服务外包创新创业竞赛获奖名单的通知,2024-07-06,https://jwch.fzu.edu.cn//info/1039/13617.htm,[]
286,综合科,友情提示,2024-06-29,https://jwch.fzu.edu.cn//info/1035/13592.htm,[]
287,实践科,关于公布2024年第二十四届数学竞赛获奖名单的通知,2024-06-26,https://jwch.fzu.edu.cn//info/1039/13584.htm,[]
288,教材中心,关于召开数字教材建设研讨会的通知,2024-06-25,https://jwch.fzu.edu.cn//info/1042/13582.htm,[]
289,实践科,关于公布第十五届企业经营模拟沙盘对抗赛获奖名单的通知,2024-06-26,https://jwch.fzu.edu.cn//info/1039/13583.htm,[]
290,计划科,关于核对2024-2025学年第一学期通识教育选修课开课信息的有关通知,2024-06-25,https://jwch.fzu.edu.cn//info/1038/13581.htm,[]
291,教研教改,关于转发福建省教育厅办公室《关于举办2024年本科高校课程思政骨干教师、研究生导师培训班的通知》的通知,2024-06-21,https://jwch.fzu.edu.cn//info/1037/13580.htm,[]
292,教研教改,关于组织教师和学生参加人工智能赋能高等教育调查报告全国抽样调查问卷的通知,2024-06-21,https://jwch.fzu.edu.cn//info/1037/13579.htm,[]
293,教研教改,关于组织申报福建省新文科教育研究中心第二批高校新文科建设优秀案例的通知,2024-06-05,https://jwch.fzu.edu.cn//info/1037/13555.htm,[]
294,教学运行,关于2024-2025学年第一学期本科生学期选课的通知,2024-06-17,https://jwch.fzu.edu.cn//info/1036/13569.htm,[]
295,教研教改,福州大学关于公布2022级数理综合班 专业分流学生名单及学科导师名单的通知,2024-06-05,https://jwch.fzu.edu.cn//info/1037/13554.htm,[]
296,实践科,关于公布福州大学2024届本科生优秀毕业设计（论文）名单的通知,2024-07-06,https://jwch.fzu.edu.cn//info/1039/13616.htm,"[{'附件名': '【附件：福州大学2024届优秀本科生毕业设计（论文）名单.doc', '下载词数': 4059, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14638795'}]"
297,教学运行,关于做好2024年9月退役复学学生转专业的通知,2024-09-02,https://jwch.fzu.edu.cn//info/1036/13649.htm,"[{'附件名': '【福州大学本科生转专业管理实施办法.doc', '下载词数': 875, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903737'}, {'附件名': '【福州大学参军退伍复学后学生转专业审批表.doc', '下载词数': 701, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903736'}]"
298,教材中心,关于申请试用高等教育出版社“云创”数字教材创作编写平台的通知,2024-09-13,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=13680,"[{'附件名': '【数字平台介绍-7.pdf', '下载词数': 343, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14907708'}, {'附件名': '【校级管理员+申请创建数字教材流程（新版0612）.pdf', '下载词数': 63, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14907710'}, {'附件名': '【高教社云创使用手册.pdf', '下载词数': 918, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14907709'}]"
299,教研教改,福州大学关于开展2024级“数理综合班”招生工作的通知,2024-08-30,https://jwch.fzu.edu.cn//info/1037/13642.htm,"[{'附件名': '【附件1：福州大学2024级“数理综合班”招生简章.doc', '下载词数': 2882, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903271'}, {'附件名': '【附件2：承诺书.doc', '下载词数': 931, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903272'}]"
300,教研教改,福州大学关于公布2022级数理金融 实验班学生主辅修专业及导师名单的通知,2024-06-05,https://jwch.fzu.edu.cn//info/1037/13553.htm,[]
301,实践科,关于转发《关于举办2024年福建省大学生人工智能创意赛暨昇腾AI创新大赛的通知》的通知,2024-07-10,https://jwch.fzu.edu.cn//info/1039/13628.htm,"[{'附件名': '【附件：关于举办2024年福建省大学生人工智能创意赛暨昇腾AI创新大赛的通知.pdf', '下载词数': 1407, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14895469'}]"
302,计划科,关于2024-2025学年第一学期修读辅修专业学生名单的公示,2024-06-05,https://jwch.fzu.edu.cn//info/1038/13548.htm,[]
303,质量办,关于举办福州大学第五十三场“教学有道” 研讨活动的通知,2024-06-05,https://jwch.fzu.edu.cn//info/1040/13547.htm,[]
304,计划科,关于2024-2025学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,2024-08-25,https://jwch.fzu.edu.cn//info/1038/13637.htm,"[{'附件名': '【2024-2025学年第一学期国情课列表.docx', '下载词数': 1187, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901557'}, {'附件名': '【港澳台侨学生思政课和军事课程退选申请表.docx', '下载词数': 933, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901556'}]"
305,教学运行,关于2023-2024学年第二学期《英语专题》课程期末考试安排的通知,2024-06-20,https://jwch.fzu.edu.cn//info/1036/13576.htm,"[{'附件名': '【2302 英语专题课期末考6.29.xlsx', '下载词数': 757, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14624645'}]"
306,教学运行,关于2023-2024学年第二学期《大学物理A（上）》、《大学物理B（上）》、《大学物理C》课程期末考试安排的通知,2024-06-21,https://jwch.fzu.edu.cn//info/1036/13578.htm,"[{'附件名': '【2302 大学物理A（上）、B（上）、C课期末考7.4.xlsx', '下载词数': 785, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14625019'}]"
307,实践科,关于转发《关于举办第十四届海峡两岸信息服务创新大赛暨福建省第十八届计算机软件设计大赛的通知》的通知,2024-06-11,https://jwch.fzu.edu.cn//info/1039/13560.htm,"[{'附件名': '【闽工信联软件〔2024〕41号福建省工业和信息化厅等八部门关于举办第十四届海峡两岸信息服务创新大赛暨福建省第十八届计算机软件设计大赛的通知.pdf', '下载词数': 946, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14622014'}]"
308,教学运行,关于2023-2024学年第二学期《大学英语（二）》、《大学英语（四）》课程期末考试安排的通知,2024-06-20,https://jwch.fzu.edu.cn//info/1036/13577.htm,"[{'附件名': '【2302 大学英语（二）、大学英语（四）课程期末考6.22上午.xlsx', '下载词数': 701, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14624676'}]"
309,教学运行,关于2023-2024学年第二学期《大学英语（三）》课程期末考试安排的通知,2024-06-17,https://jwch.fzu.edu.cn//info/1036/13568.htm,"[{'附件名': '【2302 大学英语（三）期末考 6.23上午.xlsx', '下载词数': 762, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14623875'}]"
310,教学运行,关于2024年端午放假课程调整的通知,2024-05-30,https://jwch.fzu.edu.cn//info/1036/13536.htm,[]
311,教研教改,福州大学关于开展2024级“数智实验班” 招生工作的通知,2024-08-30,https://jwch.fzu.edu.cn//info/1037/13647.htm,"[{'附件名': '【附件1：福州大学2024级“数智实验班”招生简章.docx', '下载词数': 3965, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903339'}, {'附件名': '【附件3：承诺书.docx', '下载词数': 1148, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903338'}, {'附件名': '【附件2：福州大学2024级“数智实验班”选拔方案.docx', '下载词数': 3244, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903337'}]"
312,教学运行,关于2023-2024学年第二学期《工程制图A（下）》、《工程制图D》、《工程制图F》课程期末考试安排的通知,2024-06-19,https://jwch.fzu.edu.cn//info/1036/13574.htm,"[{'附件名': '【2302 工程制图A（下）、D、F期末考6.30上午.xlsx', '下载词数': 672, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14624501'}]"
313,计划科,关于2024-2025学年第一学期通识教育选修课选课的通知,2024-08-25,https://jwch.fzu.edu.cn//info/1038/13636.htm,"[{'附件名': '【超星尔雅使用手册（学生版）.pdf', '下载词数': 3268, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901547'}, {'附件名': '【智慧树学生手册.pptx', '下载词数': 1717, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901550'}, {'附件名': '【慕课堂学生操作手册.pdf', '下载词数': 4823, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901548'}]"
314,质量办,关于开展2024年工程教育认证研讨培训的通知,2024-08-02,https://jwch.fzu.edu.cn//info/1040/13630.htm,"[{'附件名': '【附件1：关于组织2024年工程教育认证研讨培训的通告.docx', '下载词数': 693, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14898472'}, {'附件名': '【附件2：2024年工程教育认证研讨培训报名回执.docx', '下载词数': 541, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14898473'}]"
315,教学运行,关于2025届预计毕业生核对电子注册学历信息的通知,2024-05-15,https://jwch.fzu.edu.cn//info/1036/13497.htm,[]
316,教学运行,关于2023-2024学年第二学期《马克思主义基本原理》课程期末考试安排的通知,2024-06-04,https://jwch.fzu.edu.cn//info/1036/13545.htm,"[{'附件名': '【2302  马克思主义基本原理 期末考试.xlsx', '下载词数': 715, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620411'}]"
317,实践科,关于公布第三十期本科生科研训练计划立项项目的通知,2024-06-07,https://jwch.fzu.edu.cn//info/1039/13559.htm,"[{'附件名': '【附件1：福州大学2024年国家级、省级大学生创新创业训练计划推荐立项项目汇总表 .doc', '下载词数': 3920, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14622146'}, {'附件名': '【附件2：福州大学第30期本科生科研训练计划立项项目汇总表.doc', '下载词数': 9216, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14621349'}]"
318,教学运行,关于2023-2024学年第二学期《毛泽东思想和中国特色社会主义理论体系概论》课程期末考试安排的通知,2024-06-04,https://jwch.fzu.edu.cn//info/1036/13544.htm,"[{'附件名': '【2302 毛泽东思想和中国特色社会主义理论体系概论  期末考.xlsx', '下载词数': 677, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620410'}]"
319,实践科,关于转发组织申报福建省高等教育学会2024年度高等教育科学研究实验室研究专项课题的通知,2024-06-14,https://jwch.fzu.edu.cn//info/1039/13565.htm,"[{'附件名': '【附件1：关于组织申报福建高等教育学会2024年度高等教育科学研究实验室研究专项课题的通知（闽高会[2024]1号）.pdf', '下载词数': 726, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14623545'}, {'附件名': '【附件2：申报材料.zip', '下载词数': 620, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14623544'}]"
320,实践科,关于公布第十届桥梁设计大赛获奖名单的通知,2024-05-11,https://jwch.fzu.edu.cn//info/1039/13481.htm,[]
321,实践科,关于做好第二十八期、二十九期本科生科研训练计划项目结题工作的通知,2024-05-10,https://jwch.fzu.edu.cn//info/1039/13478.htm,[]
322,教学运行,关于2023-2024学年第二学期《习近平新时代中国特色社会主义思想概论》课程期末考试安排的通知,2024-05-15,https://jwch.fzu.edu.cn//info/1036/13501.htm,"[{'附件名': '【2302习概论期末考试.xlsx', '下载词数': 823, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14611555'}]"
323,教材中心,关于做好2024-2025学年第一学期教材选用及征订工作的通知（更新）,2024-06-04,https://jwch.fzu.edu.cn//info/1042/13546.htm,"[{'附件名': '【附件1：已出版马克思主义理论研究和建设工程重点教材目录（截至2024年05月，共计116种）.xlsx', '下载词数': 933, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620416'}, {'附件名': '【附件2：全国大中专教学用书目录(2024秋季).xlsx', '下载词数': 1058, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620417'}]"
324,教学运行,关于2023-2024学年第二学期《中国近现代史纲要》课程期末考试安排的通知,2024-05-24,https://jwch.fzu.edu.cn//info/1036/13530.htm,"[{'附件名': '【2302 近现代 期末考试.xlsx', '下载词数': 859, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613665'}]"
325,教学运行,关于2023-2024学年第二学期《线性代数》课程期末考试安排的通知,2024-05-24,https://jwch.fzu.edu.cn//info/1036/13529.htm,"[{'附件名': '【2302 线性代数期末考 6.2下午.xlsx', '下载词数': 713, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613663'}]"
326,实践科,关于公布2024年本科生创新创业实践与素质拓展学分认定结果的通知,2024-05-22,https://jwch.fzu.edu.cn//info/1039/13525.htm,"[{'附件名': '【附件：福州大学本科生创新创业实践与素质拓展学分认定汇总表.doc', '下载词数': 2760, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613260'}]"
327,教学运行,关于2023-2024学年第二学期《思想道德与法治》课程期末考试安排的通知,2024-05-29,https://jwch.fzu.edu.cn//info/1036/13532.htm,"[{'附件名': '【2302 德法 期末考.xlsx', '下载词数': 672, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14618055'}]"
328,教研教改,福州大学关于开展2024级“数理金融实验班”招生工作的通知,2024-08-30,https://jwch.fzu.edu.cn//info/1037/13641.htm,"[{'附件名': '【附件2：福州大学2024级“数理金融实验班”选拔方案.doc', '下载词数': 2050, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903267'}, {'附件名': '【附件1：福州大学2024级“数理金融实验班“招生简章.doc', '下载词数': 2142, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903268'}, {'附件名': '【附件4：承诺书.doc', '下载词数': 696, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903270'}, {'附件名': '【附件3：2024级数理金融实验班申请表.doc', '下载词数': 819, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14903269'}]"
329,质量办,关于开学第一周集中听课的通知,2024-08-25,https://jwch.fzu.edu.cn//info/1040/13635.htm,"[{'附件名': '【附件1：福州大学课堂教学质量评估表.doc', '下载词数': 629, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901500'}, {'附件名': '【附件2：高校思政课教学指导组听课评价表.doc', '下载词数': 627, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901501'}, {'附件名': '【附件3：2024-2025学年第一学期第一周课表.xlsx', '下载词数': 743, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901502'}, {'附件名': '【附件4：福州大学党政领导听课管理实施办法（福大教〔2022〕27号）.doc', '下载词数': 581, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901506'}]"
330,综合科,关于2023-2024学年第二学期再次开放本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,2024-05-08,https://jwch.fzu.edu.cn//info/1035/13475.htm,[]
331,教学运行,关于2023-2024学年第二学期《概率论与数理统计》课程期末考试安排的通知,2024-05-27,https://jwch.fzu.edu.cn//info/1036/13531.htm,"[{'附件名': '【2302 概率期末考 6.2下午.xlsx', '下载词数': 692, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14615348'}]"
332,实践科,福州大学关于公布第二十一届程序设计竞赛获奖名单的通知,2024-04-30,https://jwch.fzu.edu.cn//info/1039/13469.htm,[]
333,教材中心,关于举办福州大学第五十二场“教学有道” 研讨活动的通知,2024-05-09,https://jwch.fzu.edu.cn//info/1042/13477.htm,[]
334,计划科,关于组织申报2024-2025学年第一学期通识教育选修课的通知,2024-05-06,https://jwch.fzu.edu.cn//info/1038/13472.htm,[]
335,计划科,2023-2024学年第二学期在校学生申请辅修专业的通知,2024-05-07,https://jwch.fzu.edu.cn//info/1038/13473.htm,[]
336,教学运行,关于2023-2024学年第二学期《工程制图（C）》课程期末考试安排的通知,2024-05-29,https://jwch.fzu.edu.cn//info/1036/13533.htm,"[{'附件名': '【2302 工程制图C（下）期末考试 6.16下午.xlsx', '下载词数': 618, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14618057'}]"
337,实践科,关于公布第四届福州大学大学生先进成图技术与产品信息建模创新大赛获奖名单的通知,2024-04-30,https://jwch.fzu.edu.cn//info/1039/13470.htm,[]
338,教学运行,关于2023-2024学年第二学期计算机语言类课程期末考试安排的通知,2024-05-15,https://jwch.fzu.edu.cn//info/1036/13491.htm,"[{'附件名': '【2302计算机语言课期末考试6.1.xlsx', '下载词数': 848, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14611191'}]"
339,实践科,关于对2024届本科毕业设计（论文）试行AIGC检测的通知,2024-04-28,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=13415,[]
340,教学运行,关于2023-2024学年第二学期《高等数学A（中）》、《高等数学B（下）》、《高等数学C（下）》课程期末考试安排的通知,2024-06-12,https://jwch.fzu.edu.cn//info/1036/13563.htm,"[{'附件名': '【2302高等数学B（下）期末考 6.23下午.xlsx', '下载词数': 785, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14622718'}, {'附件名': '【2302 高等数学C（下）期末考 6.23下午.xlsx', '下载词数': 638, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14622717'}, {'附件名': '【2302 高等数学A（中）期末考 6.23下午.xlsx', '下载词数': 695, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14622719'}]"
341,实践科,关于公布福州大学第十四届大学生节能减排社会实践与科技竞赛暨第十届材料创新、设计及应用竞赛获奖名单的通知,2024-04-26,https://jwch.fzu.edu.cn//info/1039/13413.htm,[]
342,质量办,关于举办福州大学第五十一场“教学有道”  研讨活动的通知,2024-04-26,https://jwch.fzu.edu.cn//info/1040/13410.htm,[]
343,教学运行,关于2024年五一劳动节放假课程调整的通知,2024-04-26,https://jwch.fzu.edu.cn//info/1036/13409.htm,[]
344,实践科,关于做好国家、省级大学生创新创业训练计划项目结题工作的通知,2024-05-10,https://jwch.fzu.edu.cn//info/1039/13479.htm,"[{'附件名': '【国创省创结题附件.zip', '下载词数': 1308, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14608195'}]"
345,质量办,关于举办福州大学第五十场“教学有道”  研讨活动的通知,2024-04-24,https://jwch.fzu.edu.cn//info/1040/13408.htm,[]
346,实践科,福州大学关于公布第八届网络信息安全竞赛获奖名单的通知,2024-04-22,https://jwch.fzu.edu.cn//info/1039/13403.htm,[]
347,教学运行,关于2023-2024-02学期体育理论课安排的通知,2024-04-24,https://jwch.fzu.edu.cn//info/1036/13406.htm,[]
348,质量办,关于举办福州大学第四十九场“教学有道”研讨活动的通知,2024-04-17,https://jwch.fzu.edu.cn//info/1040/13390.htm,[]
349,实践科,关于举办福州大学第十八届数学建模竞赛的通知,2024-04-19,https://jwch.fzu.edu.cn//info/1039/13396.htm,[]
350,实践科,关于举办福州大学第二十一届程序设计竞赛暨校ACM/ICPC集训队选拔赛的通知,2024-04-17,https://jwch.fzu.edu.cn//info/1039/13391.htm,[]
351,计划科,关于召开2024版本科人才培养方案修订工作专题会议的通知,2024-04-11,https://jwch.fzu.edu.cn//info/1038/13379.htm,[]
352,综合科,关于第61届中国高等教育博览会的参会指南,2024-04-12,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13378,[]
353,教研教改,福州大学关于开展第八届远志创业实验班招生工作的通知,2024-05-17,https://jwch.fzu.edu.cn//info/1037/13513.htm,"[{'附件名': '【附件1：福州大学第八届远志创业实验班招生简章.docx', '下载词数': 1582, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14612014'}, {'附件名': '【附件2：远志创业实验班修读申请表.docx', '下载词数': 863, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14612015'}]"
354,教学运行,关于2024年清明节放假课程调整的通知,2024-04-01,https://jwch.fzu.edu.cn//info/1036/13343.htm,[]
355,教学运行,关于2023-2024学年第二学期《工程制图E》课程期末考试安排的通知,2024-04-28,https://jwch.fzu.edu.cn//info/1036/13414.htm,"[{'附件名': '【2302 工程制图E期末考试 5.12上午.xlsx', '下载词数': 718, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14604454'}]"
356,教学运行,关于做好2024-2025学年第一学期排课准备工作的通知,2024-03-18,https://jwch.fzu.edu.cn//info/1036/13322.htm,[]
357,实践科,关于举办福州大学第十三届大学生软件设计与服务外包创新创业竞赛的通知,2024-03-13,https://jwch.fzu.edu.cn//info/1039/13312.htm,[]
358,计划科,关于通识选修课《爱课程：美化嗓音 轻松讲课》开课的友情提示,2024-03-13,https://jwch.fzu.edu.cn//info/1038/13310.htm,[]
359,实践科,关于举办福州大学第八届网络信息安全竞赛的通知,2024-03-21,https://jwch.fzu.edu.cn//info/1039/13329.htm,[]
360,实践科,关于举办2024年福州大学第二十四届数学竞赛的通知,2024-04-23,https://jwch.fzu.edu.cn//info/1039/13405.htm,"[{'附件名': '【附件3：福州大学第二十四届数学竞赛大纲.pdf', '下载词数': 2807, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14602578'}]"
361,实践科,关于举办福州大学第六届大学生机器人竞赛的通知,2024-04-19,https://jwch.fzu.edu.cn//info/1039/13397.htm,"[{'附件名': '【附件.zip', '下载词数': 762, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14601554'}]"
