标题,日期,通知人,详细链接,附件1,下载次数1,链接码1,附件2,下载次数2,链接码2,附件3,下载次数3,链接码3,附件4,下载次数4,链接码4,附件5,下载次数5,链接码5,附件6,下载次数6,链接码6,附件7,下载次数7,链接码7,附件8,下载次数8,链接码8,附件9,下载次数9,链接码9
关于组织申报教育部2022年产学合作协同育人项目的通知,2022-04-21,教研教改,https://jwch.fzu.edu.cn/../info/1037/11950.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2022年“五一”劳动节放假课程调整的通知,2022-04-21,教学运行,https://jwch.fzu.edu.cn/../info/1036/11946.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于期中党政领导集中听课的通知,2022-04-21,质量办,https://jwch.fzu.edu.cn/../info/1040/11941.htm,福州大学课堂教学质量评估表.doc,1190,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7843851,第十周课表.xlsx,1389,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7843852,,,,,,,,,,,,,,,,,,,,,
关于近期常态化疫情防控期间本科生实习要求的通知,2022-04-19,实践科,https://jwch.fzu.edu.cn/../info/1039/11940.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于组织申报2022年大学生劳动教育实践基地的通知,2022-04-19,实践科,https://jwch.fzu.edu.cn/../info/1039/11939.htm,附件：福州大学大学生劳动教育实践基地申报书.docx,1535,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7843300,福州大学大学生劳动教育实践基地申报汇总表.docx,1531,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7843790,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第十一届大学生软件设计与服务外包创新创业竞赛的通知,2022-04-18,实践科,https://jwch.fzu.edu.cn/../info/1039/11938.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第十九届程序设计竞赛暨校ACM/ICPC集训队选拔赛的通知,2022-04-15,实践科,https://jwch.fzu.edu.cn/../info/1039/11937.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第八届大学生用户体验设计大赛的通知,2022-04-13,实践科,https://jwch.fzu.edu.cn/../info/1039/11936.htm,附件2：福州大学第八届大学生用户体验设计大赛报名表.doc,1476,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7842341,,,,,,,,,,,,,,,,,,,,,,,,
关于公布第二十六、二十七期本科生科研训练计划项目结题成绩的通知,2022-04-12,实践科,https://jwch.fzu.edu.cn/../info/1039/11934.htm,附件2：福州大学第二十七期本科生科研训练计划项目结题成绩汇总表.xls,3155,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7842075,附件1：福州大学第二十六期本科生科研训练计划项目结题成绩汇总表.docx,2868,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7842076,,,,,,,,,,,,,,,,,,,,,
关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,2022-04-12,实践科,https://jwch.fzu.edu.cn/../info/1039/11933.htm,附件1：福州大学2020年省级以上大学生创新创业训练计划项目结题成绩汇总表.docx,2045,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7842073,附件2：福州大学2021年国家级、省级大学生创新创业训练计划项目结题成绩汇总表.xls,2111,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7842074,,,,,,,,,,,,,,,,,,,,,
福州大学关于开展2021-2022学年本科教学优秀奖评选工作的通知,2022-04-11,教研教改,https://jwch.fzu.edu.cn/../info/1037/11932.htm,附件1：福州大学本科教学优秀奖评选办法.doc,1611,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841980,附件2：福州大学2021-2022学年教学优秀奖申报简表.doc,1360,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841981,附件3：福州大学2021-2022学年教学优秀奖申报汇总表.xls,1535,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841982,附件4：各教学单位2021-2022学年教学优秀奖二等奖和三等奖名额分配表.docx,1505,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841983,,,,,,,,,,,,,,,
关于从4月11日起恢复本科线下教学活动相关要求的通知,2022-04-08,教学运行,https://jwch.fzu.edu.cn/../info/1036/11925.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
诚邀2017届毕业生参与培养目标达成和职业发展问卷调研,2022-04-06,质量办,https://jwch.fzu.edu.cn/../info/1040/11924.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于组织开展2022（第15届）中国大学生计算机设计大赛校内预选赛的通知,2022-04-04,实践科,https://jwch.fzu.edu.cn/../info/1039/11923.htm,附件1 2022年（第15届）大赛内容分类、参赛要求、承办院校与决赛时间.pdf,1817,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841137,附件2 2022年（第15届）中国大学生计算机设计大赛——校内选拔赛报名表.xlsx,1260,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841136,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第十二届大学生节能减排社会实践与科技竞赛的通知,2022-04-04,实践科,https://jwch.fzu.edu.cn/../info/1039/11922.htm,福州大学第十二届大学生节能减排社会实践与科技竞赛附件2-5.docx,1694,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841135,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第八届材料创新、设计及应用大赛的通知,2022-04-04,实践科,https://jwch.fzu.edu.cn/../info/1039/11921.htm,福州大学第八届大学生材料创新、设计及应用竞赛附件2-5.docx,1340,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841126,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福建省首届大学生材料综合竞赛的通知,2022-03-30,实践科,https://jwch.fzu.edu.cn/../info/1039/11916.htm,附件1报名表.docx,1515,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7839733,附件2 参赛作品（科技作品类）说明书格式规范.docx,1464,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7839734,,,,,,,,,,,,,,,,,,,,,
关于做好第二十八期本科生科研训练计划项目立项工作的通知,2022-03-29,实践科,https://jwch.fzu.edu.cn/../info/1039/11915.htm,附件：福州大学第二十八期本科生科研训练项目选题来源情况一览表（2022年）.xls,4671,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7839643,,,,,,,,,,,,,,,,,,,,,,,,
关于2022年清明节放假课程调整的通知,2022-03-29,教学运行,https://jwch.fzu.edu.cn/../info/1036/11914.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第十六届本科生数学建模竞赛的通知,2022-03-29,实践科,https://jwch.fzu.edu.cn/../info/1039/11913.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第三十二场“教学有道”研讨活动的通知,2022-03-24,质量办,https://jwch.fzu.edu.cn/../info/1040/11905.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于做好2022-2023学年第一学期排课准备工作的通知,2022-03-23,教学运行,https://jwch.fzu.edu.cn/../info/1036/11904.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
福州大学关于开展课程思政示范项目建设工作的通知,2022-03-21,教研教改,https://jwch.fzu.edu.cn/../info/1037/11899.htm,课程思政示范课程、教学名师和团队申报书.docx,1300,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7838154,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第二届大学生先进成图技术与产品信息建模创新大赛的通知,2022-03-21,实践科,https://jwch.fzu.edu.cn/../info/1039/11898.htm,附件2：福州大学第二届大学生先进成图技术与产品信息建模创新大赛报名表.xls,1213,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7838076,,,,,,,,,,,,,,,,,,,,,,,,
关于2022届本科毕业生创新创业实践与素质拓展学分认定工作的通知,2022-03-21,实践科,https://jwch.fzu.edu.cn/../info/1039/11897.htm,学分认定申请表格.zip,2876,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7838075,,,,,,,,,,,,,,,,,,,,,,,,
福州大学关于全面开展线上教育教学的倡议书,2022-03-20,综合科,https://jwch.fzu.edu.cn/../info/1035/11896.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于全面启动线上教学的紧急通知,2022-03-20,教学运行,https://jwch.fzu.edu.cn/../info/1036/11895.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办2022年福州大学第二十二届数学竞赛暨第十四届全国大学生数学竞赛选拔赛的通知,2022-03-17,实践科,https://jwch.fzu.edu.cn/../info/1039/11893.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于开展2021年第十九期新上岗教师课堂授课达标考核的通知,2022-03-17,质量办,https://jwch.fzu.edu.cn/../info/1040/11891.htm,附件1 2021年福州大学新上岗教师达标培训班报名汇总表.xls,1514,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7837792,附件2 第十九期新上岗教师课堂授课达标考核情况汇总表.docx,1166,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7837793,,,,,,,,,,,,,,,,,,,,,
关于进一步加强疫情防控期间本科生实习要求的通知,2022-03-14,实践科,https://jwch.fzu.edu.cn/../info/1039/11888.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于通识选修课《爱课程：美化嗓音 轻松讲课》开课的友情提示,2022-03-14,计划科,https://jwch.fzu.edu.cn/../info/1038/11887.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于疫情防控阶段本科日常教学工作的通知,2022-03-13,教学运行,https://jwch.fzu.edu.cn/../info/1036/11886.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于做好2021年课程考核专项检查整改工作的通知,2022-03-10,质量办,https://jwch.fzu.edu.cn/../info/1040/11884.htm,附件：福州大学课程考核专项检查整改情况汇总表.docx,1346,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7836389,,,,,,,,,,,,,,,,,,,,,,,,
关于2021-2022学年第二学期重修选课的通知,2022-03-08,教学运行,https://jwch.fzu.edu.cn/../info/1036/11883.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第六届网络信息安全竞赛的通知,2022-03-04,实践科,https://jwch.fzu.edu.cn/../info/1039/11877.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于公布2021-2022学年第二学期通选课取消开课名单的通知,2022-02-28,计划科,https://jwch.fzu.edu.cn/../info/1038/11876.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第十三届企业经营模拟沙盘对抗赛的通知,2022-02-24,实践科,https://jwch.fzu.edu.cn/../info/1039/11872.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于对2021年学院教学有关数据进行统计的通知,2022-02-24,实践科,https://jwch.fzu.edu.cn/../info/1039/11871.htm,附件1福州大学本科教学业绩奖励指标解释.zip,1551,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7834277,附件2：2021年学院主办或承办全国性教学类会议情况表.xlsx,1416,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7834275,,,,,,,,,,,,,,,,,,,,,
关于组织参加教育部高教司2022年全国高教处长视频会议的通知,2022-02-22,综合科,https://jwch.fzu.edu.cn/../info/1035/11863.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于开学第一周集中听课的通知,2022-02-22,质量办,https://jwch.fzu.edu.cn/../info/1040/11861.htm,福州大学课堂教学质量评估表.doc,1231,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7834016,2021—2022第二学期第一周课表20220221.xlsx,1350,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7834015,,,,,,,,,,,,,,,,,,,,,
关于2022届预计毕业生核对电子注册学历照片的通知,2022-02-21,教学运行,https://jwch.fzu.edu.cn/../info/1036/11859.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2022年春季学期公共教学楼教室实行错峰下课的通知,2022-02-20,教学运行,https://jwch.fzu.edu.cn/../info/1036/11857.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于规范铜盘校区学生往返旗山校区进行实验实习教学活动用车的通知,2022-02-20,计划科,https://jwch.fzu.edu.cn/../info/1038/11856.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2021-2022学年第二学期港澳台侨学生思政课和军事课程退选替代的通知,2022-02-18,计划科,https://jwch.fzu.edu.cn/../info/1038/11855.htm,2021-2022学年第二学期国情课列表.docx,1674,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7833565,,,,,,,,,,,,,,,,,,,,,,,,
关于2021-2022学年第二学期通识教育选修课选课的通知,2022-02-18,计划科,https://jwch.fzu.edu.cn/../info/1038/11854.htm,爱课程学生注册与选课指南.doc,2708,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7833564,,,,,,,,,,,,,,,,,,,,,,,,
关于2021-2022第二学期学期选课、辅修选课补退选的通知,2022-02-18,教学运行,https://jwch.fzu.edu.cn/../info/1036/11852.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于印发本科生创新创业实践与素质拓展学分认定管理实施办法的通知,2022-01-11,实践科,https://jwch.fzu.edu.cn/../info/1039/11841.htm,附件：福州大学本科生创新创业实践与素质拓展学分认定管理实施办法(2021级).doc,8488,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7829320,,,,,,,,,,,,,,,,,,,,,,,,
教务处关于2022年寒假用印安排的通知,2022-01-11,综合科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=11837,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于公布大学生学科竞赛项目级别认定结果的通知,2022-01-10,实践科,https://jwch.fzu.edu.cn/../info/1039/11833.htm,附件1：福州大学大学生学科竞赛级别直接认定项目汇总表（2022年1月版）.doc,10074,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7829206,附件2：福州大学大学生学科竞赛项目级别认定一览表（2022年1月版）.doc,9457,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7829207,,,,,,,,,,,,,,,,,,,,,
关于2021-2022学年第二学期《大学物理实验》课程安排的通知,2022-01-10,教学运行,https://jwch.fzu.edu.cn/../info/1036/11832.htm,2022大物实验上课表v6 - 2022.1.6.xlsx,2145,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7720229,2022大物实验（上）绪论课表-2022.1.2.xls,2070,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7720230,,,,,,,,,,,,,,,,,,,,,
关于第十二届全国大学生电子商务“三创赛”福州大学校赛比赛的通知,2022-01-06,实践科,https://jwch.fzu.edu.cn/../info/1039/11822.htm,附件下载.zip,1426,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7720076,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第八届桥梁设计大赛的通知,2022-01-04,实践科,https://jwch.fzu.edu.cn/../info/1039/11820.htm,附件2：福州大学第八届桥梁设计大赛报名表.doc,1127,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7719925,附件3：福州大学第八届桥梁设计大赛-竞赛细则.doc,1123,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7719937,,,,,,,,,,,,,,,,,,,,,
关于做好期末复习考试及下学期开学等工作的通知,2022-01-04,教学运行,https://jwch.fzu.edu.cn/../info/1036/11819.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2021-2022学年第二学期辅修专业选课的通知,2022-01-04,教学运行,https://jwch.fzu.edu.cn/../info/1036/11818.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于启用火车票自助取票机的通知,2021-12-31,综合科,https://jwch.fzu.edu.cn/../info/1035/11816.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于核对2021-2022学年第二学期通识教育选修课开课信息的有关通知,2021-12-31,计划科,https://jwch.fzu.edu.cn/../info/1038/11792.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2022年元旦放假课程调整的通知,2021-12-29,教学运行,https://jwch.fzu.edu.cn/../info/1036/11789.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2021-2022学年第一学期《高等数学A（上）》《高等数学B（上）》、《高等数学C（上）》、《高等数学D》课程期末考试安排的通知,2021-12-29,教学运行,https://jwch.fzu.edu.cn/../info/1036/11788.htm,2101 高数C、D期末考试 1.10下午.xlsx,1367,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7716956,2101 高数A、B期末考试 1.10下午.xlsx,1462,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7716955,,,,,,,,,,,,,,,,,,,,,
关于2021-2022学年第一学期《大学英语（一）》《大学英语（二）》、《大学英语（三）》课程期末考试安排的通知,2021-12-29,教学运行,https://jwch.fzu.edu.cn/../info/1036/11787.htm,2101大学英语一、二、三期末考试 1.10上午.xlsx,1315,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7716953,,,,,,,,,,,,,,,,,,,,,,,,
